20409 45625
. Evliydi
. Eyvah
. Eğer
. Fakat
. Falan_filan
. Feshedeceklermiş
. Feta
. Galiba
. Geldi
. Geliştiler
. Genel_müdürdüm
. Gerekmezdi
. Gerçi
. Giderdik
. Gidiyoruz
. Girdi
. Girdik
. Giremiyor
. Giremiyorum
. Gitmeliyim
. Gittik
. Grekçe
. Gördün
. Görünen_o_ki
. Görüşürüz
. Götürdü
. Güldü
. Gülümsemeler
. Hadi
. Haftalık
. Haklı
. Halbuki
. Hatta
. Hayretin_Çaycı
. Hayır
. Hele
. Hem
. Herkes
. Heyecanlanmıştı
. Heyecanlanmıştım
. Hukukçular
. Hükümetiydi
. Hülya'dır
. Iceberg
. Japonlar
. Kabayım
. Kabul_eder
. Kabul_ettim
. Kalktım
. Kalkındım
. Kalmıştır
. Kapattım
. Kapattınız
. Karışmasın
. Karşı_karşıyayız
. Kasten
. Kavrulacak
. Kaçtım
. Kaşar
. Keşke
. Keşkeymiş
. Ki
. Kim
. Kim_bilir
. Kimbilir
. Kimmiş
. Komşundur
. Konuştun
. Koşturdular
. Kulunuz
. Kurmay_Pilot_Albay_Erol_Polat'tı
. Kurtulamazsın
. Kırılacak
. Kısacası
. Kız
. Kızardı
. Lezizdir
. Mahmut
. Maryline
. Mebrure
. Meclis'te
. Mehmet_Ali_Şahin
. Meksika
. Mektup
. Merak_ediyormuş
. Merkezdeyim
. Meğer
. Milas'lı
. Mustafa_Sezai'ydi
. Nahuatl
. Nasıldı
. Ne_yalan_söyleyeyim
. Ne_yazık_ki
. Nedir
. Nerdeydin
. Nerede
. Nereye
. Neticelenmişti
. Neydi
. Neyse
. Niçin
. Nohuttur
. Nusret_Senem
. Nusret_Senem'di
. O_zaman
. Okumuyorlar
. Okuyorum
. Olgun
. Olmadı
. Olsun
. Ona
. Orhan
. Osmanlı
. Otobiyografisizler
. Oturun
. Oysa
. Pasaklıyım
. Patlıcan
. Pazar
. Peki
. Pekiyi
. Peynir
. Rapunzel'miş
. Reformlar
. Ruslar'da
. SEVİNİYORDUM
. Sakinleştin
. Sakinleştirir
. Sanayi_Bakanı
. Sandım
. Sanki
. Sanırım
. Sanıyorum
. Saydık
. Sayılmaz
. Sağolun
. Semra_Hanım
. Sevdik
. Seveceksin
. Severim
. Sibel_Can
. Sileyim
. Sinirlendim
. Sinirlendirir
. Soluk_soluğaydı
. Son_olarak
. Sonra
. Sonuçta
. Söndürdüm
. Söyleniyor
. Sözgelimi
. Süiti
. Sürünür
. Sıkılmıştı
. Ta_ki
. Tabbule
. Tabi
. Tabii
. Tabii_ki
. Takır_takır
. Tam
. Tanımadı
. Terk_Edilmeli
. Tersine
. Tibet'te
. Tiyatrocular
. Tunguzları
. Tutamadım
. Tutamıyorum
. Tutulmuşsun
. Türk'üm
. Türktür
. Tütüyor
. Tıpkı
. Underhill'i
. Unutmadım
. Uydurma
. Uzadıkça_uzamış
. UĞRAŞIYOR
. VAZGEÇTİ
. Vali_Çakır
. Valisiyim
. Vanlidir
. Var
. Vazgeç
. Ve
. Velhasıl
. Verdim
. Verin
. Vermedim
. Vurun
. YAPAMAZSIN
. YAŞINDAYDI
. YOK
. Ya
. Ya_da
. Yaklaştım
. Yaktım
. Yakutistan'dayım
. Yalnız
. Yalnızdı
. Yani
. Yanılmışım
. Yanılıyor
. Yapacak
. Yapamam
. Yarayabilir
. Yardımcısı
. Yaz
. Yazmamışlar
. Yazın
. Yaşadın
. Yemekteydik
. Yenir
. Yine
. Yo
. Yok
. Yoksa
. Yolculuk
. Yorum
. Yunanlıymış
. Yutturmaca
. Yönelmek
. Zaten
. Zeynep
. Zıplardım
. _
. abi
. abileriyim
. acil
. acıktı
. adam
. adamdı
. adamlar
. addır
. adeta
. adı
. adını
. aile
. aitmiş
. aitti
. aittir
. akacaktır
. aklıma_geldi
. aklımdaydı
. aktaracak
. aktarmışımdır
. akımcıyım
. akımdır
. akıyordu
. alabilir
. alabilirdim
. alabilirsin
. alacak
. alacağımız
. alamıyor
. alanıdır
. alay_edilirse
. alayım
. aldatmaca
. aldatmacadır
. aldı
. aldık
. aldılar
. aldım
. aldın
. aldırmadık
. aldırmıyorlar
. algıdır
. alkolik
. alkışladık
. almalı
. almayın
. almış
. almıştı
. almışız
. alsaydı
. alsın
. altı
. altında_olmayacak
. altındaki
. altını_çiziyor
. alın
. alındı
. alınmalıdırlar
. alınmış
. alınmıştır
. alınsın
. alınırmış
. alınıyor
. alır
. alırdı
. alırlar
. alırlardı
. alırsınız
. alırız
. alıverdi
. alıverişlerdir
. alıyordu
. alış_verişidir
. alıştıracaklar
. alışıktı
. alışır
. ama
. amazon
. amaç
. amaçlanıyor
. amcan
. amir
. amiri
. ancak
. andır
. andırmaktadır
. anladı
. anladılar
. anladım
. anlama
. anlamadım
. anlamam
. anlamaya_çalışalım
. anlamda
. anlamına_gelecek
. anlamına_gelir
. anlamındadır
. anlamıyordum
. anlamıyorum
. anlamıyoruz
. anlamış
. anlamıştım
. anlarım
. anlat
. anlatacaktın
. anlatacağım
. anlatalım
. anlatamadım
. anlatamam
. anlatamıyorsunuz
. anlatamıyorum
. anlatayım
. anlatmalıydım
. anlatmayacaktım
. anlatmış
. anlatmışsın
. anlatmıştı
. anlatsın
. anlattı
. anlattık
. anlattılar
. anlattım
. anlattın
. anlattığım
. anlatılmaktadır
. anlatır
. anlatırdı
. anlatıyor
. anlatıyordu
. anlatıyordum
. anlatıyorlardı
. anlatıyormuş
. anlatıyoruz
. anlayabilir
. anlayabiliyor
. anlayamadım
. anlayamıyor
. anlaşamıyoruz
. anlaşılabilir
. anlaşıldı
. anlaşılıyor
. anlaşılıyordu
. anlıyor
. anlıyorum
. antropolog
. antropologsunuz
. anımsamıyorum
. anımsarsınız
. anımsattılar
. anımsayın
. anımsıyorum
. anıyorlardı
. anıyorum
. aracı
. aracılığıyladır
. arada
. aradı
. aradılar
. aradın
. aralandı
. aramıştım
. aranıyor
. arardı
. arası
. arasıdır
. arasında
. arayacak
. araştırırlar
. aristokrat
. arkadaşlardır
. arkadaştılar
. arkadaşı
. arkadaşım
. armağan_etseydim
. armağanı
. artar
. artmıştı
. arttı
. artık
. artıracağız
. artırdım
. artıyor
. artıyordu
. arzu
. arıyor
. arıyordu
. aslında
. astı
. asıldı
. asılı
. atalım
. atar
. atarsınız
. atladı
. atladılar
. atlamıştır
. atlatamadı
. atlatılabiliyor
. atmamıştı
. atmış
. atmışlar
. atmıştı
. attı
. attılar
. atıldı
. atılmıştı
. atılımdır
. atıvermişti
. atıyor
. avukattı
. ayak_uydurabiliyorlar
. ayaklarına_kapanmış
. ayakta_tutmaktadır
. ayağa_kalktı
. aydınlatıyordu
. aynı
. ayrıca
. ayrıldı
. ayrıldık
. ayrıldılar
. ayrılınır
. ayrılırdı
. ayrılıyorum
. ayrımındalar
. ayrıştırmasıdır
. ayrıştırırlar
. ayırabiliriz
. ayırmadı
. ayırmayın
. ayırmazdı
. ayırıyor
. ayırıyorum
. az
. azaltmıştı
. azaltmıştım
. azaltıp
. azdı
. aç_kalmış
. açacak
. açacaksın
. açamadılar
. açamadım
. açar
. açarlar
. açmıyorum
. açmıştır
. açtı
. açtık
. açtım
. açık
. açıkladı
. açıklıyor
. açıktır
. açılacak
. açıldı
. açılmış
. açılmıştı
. açılıyor
. açılıyordu
. açılıyorum
. açın
. açığa_çıkmıştı
. ağaçtaydı
. ağbim
. ağladım
. ağlamaya_başlamış
. ağlamış
. ağlardı
. ağzı
. ağzındaymış
. ağırdan_alıyor
. ağırlıklı
. ağırlıyor
. aşağıdaydı
. aşkıdır
. aşırı
. baba
. bahsediyor
. bahsediyordu
. bahsettiler
. bahsettim
. bahçesiydi
. bakacaksın
. bakalım
. bakamazsınız
. bakar
. bakardı
. bakarız
. bakayım
. bakmıyordu
. bakmış
. bakmıştı
. bakmıştım
. baksın
. baktı
. baktık
. baktım
. bakıma
. bakın
. bakındı
. bakındım
. bakıyor
. bakıyordu
. bakıyorduk
. bakıyordum
. bakıyorlar
. bakıyorlardı
. bakıyorum
. bakıştılar
. bari
. barınaktır
. barındırır
. barışsalar
. barışırlardı
. bastırdık
. bastırmış
. basıyoruz
. batmış
. batmıştı
. battı
. batırmaz
. bayram_yapıyor
. bayıldı
. bayılmış
. bayım
. bağladı
. bağlamıştı
. bağlansın
. bağlanırlar
. bağlanıyor
. bağlıydı
. bağımsız_kılıyordu
. bağırdı
. bağırdım
. bağırmış
. bağırıyordu
. baş_göstermiştir
. başarabildi
. başardılar
. başardım
. başka
. başkanı
. başkaydı
. başladı
. başladılar
. başladım
. başlamalı
. başlamış
. başlamış_olmalıydı
. başlamışlar
. başlamışlardı
. başlamıştı
. başlamıştık
. başlamıştır
. başlanacak
. başlar
. başlardı
. başlarlar
. başlarsınız
. başlattı
. başlatılacak
. başlayabilir
. başlayacak
. başlayacaksınız
. başlayacaktır
. başlayalım
. başlıyor
. başlıyordu
. başlıyorduk
. başlıyorlardı
. başlıyorum
. başoyuncusu
. başta
. başvurdum
. başına
. beceremiyordum
. bekardı
. bekledi
. bekledik
. bekledim
. beklemiş
. beklemiştim
. beklenebilir
. bekleniyor
. beklenmiyor
. bekler
. beklerim
. bekletti
. bekleyecektim
. bekliyor
. bekliyordu
. bekliyordum
. bekliyorlardı
. bekliyormuş
. belirdi
. belirlendi
. belirlenecek
. belirleyecek
. belirmeye_başladı
. belirmiş
. belirmişti
. belirtildi
. belirtiliyordu
. belirtiyor
. belirtiyorlar
. belirtti
. belirttiler
. belki
. bellemişiz
. belleğinde
. belli
. belli_etmezler
. belli_olmaz
. belliydi
. benden
. benim
. benzemiyor
. benzemiyordun
. benzer
. benzetmiştin
. benziyor
. benziyordu
. beraber
. berabermiş
. besbelliydi
. besiniymiş
. betimler
. beze
. beğendik
. beğendim
. beğeneceksin
. beğenmiyor
. beş_parasız_kaldım
. bildirdi
. bildirildi
. bildirilecek
. bilemedim
. bilememiştim
. bilemezdi
. bilemezsin
. bilemezsiniz
. bilemiyor
. bilemiyordu
. bilemiyorum
. bilgili
. bilimcidir
. bilinmiyor
. bilir
. bilirdi
. bilirim
. biliriz
. bilirler
. biliyor
. biliyordu
. biliyordum
. biliyordun
. biliyorlardı
. biliyormuş
. biliyorsun
. biliyorsunuz
. biliyorum
. biliyoruz
. bilmedi
. bilmiyor
. bilmiyordu
. bilmiyorum
. bilmiyoruz
. binaydı
. bindi
. bir
. bir_araya_geliyor
. bir_şey
. biri
. biridir
. biriktireceğiz
. biriktiriyor
. birincisi
. biriyim
. biriymiş
. birkaçı
. birleştirdi
. bitermiş
. bitirdi
. bitirdim
. bitirirsiniz
. bitirmişti
. bitki
. bitmiş
. bitmişti
. bitti
. bitti_bitecek
. biz
. bizimledir
. biçim_alıyordu
. biçimlendirir
. bohemiydi
. borcum
. borç_verdi
. borçlanabilirdi
. borçlanıyor
. boyardı
. boyattım
. bozayılar
. bozdu
. bozkurtlar
. bozuldu
. bozulur
. bozuluyor
. boğdu
. boğmuş
. boğulmadan
. boğuşuyorlar
. boş
. boşaldı
. boştu
. bu
. budur
. bulabileceklerdi
. bulabiliriz
. bulabilirsiniz
. bulabilmek
. bulamayacağım
. bulamazlar
. bulamazsın
. bulamıyordum
. bulamıyorlardı
. bulamıyorum
. buldu
. bulduk
. buldular
. buldum
. buldun
. buldunuz
. bulmadı
. bulmalıyım
. bulmamışlardı
. bulmuyorum
. bulmuş
. bulmuşlardı
. bulmuşsun
. bulsun
. bulun
. bulunabilir
. bulunamıyor
. bulundu
. bulundum
. bulunmadı
. bulunmalıdır
. bulunmazdı
. bulunmazdım
. bulunmuyor
. bulunmuyordu
. bulunmuş
. bulunuldu
. bulunuyor
. bulur
. bulurlarmış
. buluyor
. buluşacak
. buluşamıyorlardı
. buluşamıyorsunuz
. buluşmalıydınız
. buluştu
. bunaldım
. bunlar
. burada
. buradan
. buradasınız
. buradaydı
. burası
. buruşturdu
. buydu
. buyrun
. buyur_etmiş
. buyurdunuz
. buyurmuş
. buğulanmıştı
. böbürlenir
. bölüyor
. böyle
. böyledir
. bürokrat
. bürokrattır
. büyüdü
. büyük
. büyükleriydi
. büyüktür
. büyülüyor
. büyüsün
. büyütülüyor
. büyüyordu
. büyüğü
. büzdü
. büzülürüm
. bıktım
. bırakmadı
. bırakmam
. bırakmayın
. bırakmaz
. bırakmıyorlar
. bırakmıştı
. bıraktı
. bıraktın
. bırakıldı
. bırakıldık
. bırakılmıştı
. bırakılıyor
. bırakın
. bırakır
. bırakıyorum
. bıyıklı
. cabası
. caddelerindeydim
. can_atıyor
. canlarına_okurdu
. canlı
. canlıdır
. canım
. caydı
. caydırma
. celseydi
. cereyan_eder
. cesaretlendiriyor
. cevap
. cevapladı
. ciddiye_almadılar
. ciddiye_almamıştı
. cinsellik
. civarında
. ciyaklamış
. coğrafya
. cümbüş
. cümlelere
. cızlar
. dadandım
. dahi
. dahisi
. daldı
. daldılar
. dalgalandırıyorlar
. dalmışlar
. dalıp_gidiyor
. damlatacağım
. damlıyor
. damlıyordu
. dans_ediyordum
. dans_ediyorlar
. dansçı
. danışmalar
. daracık
. daralıyordu
. darbukaydı
. davet_etmek
. davet_etti
. davetiyeler
. davranamıyorum
. davranırdı
. davranışlarıydı
. dayadı
. dayadılar
. dayanabilirim
. dayanamam
. dayanamamış
. dayanamamıştım
. dayanamazdı
. dayanamıyorsun
. dayanamıyorum
. dayanağı
. dayanmaktadır
. dağlarıydı
. dağıldı
. dağılmış
. dağınık
. dağıtılsın
. dağıtıyor
. de
. dedi
. dedik
. dediler
. dedim
. dediniz
. defasında
. defilesiyle
. defterinden
. delikanlı
. deliye_dönmüşler
. deme
. demedi
. demek
. demekmiş
. demekteydi
. demektir
. dememiş
. demeyin
. demiyorum
. demiş
. demişler
. demişti
. demiştim
. demokrat
. denebilir
. denemedin
. deneylerdir
. denir
. deniyordu
. denizci
. denizdi
. denk
. denk_getiriliyordu
. denmez
. denmezdi
. der
. derdi
. derdik
. derinleştiriyor
. derlemde
. derlerdi
. derlermiş
. ders
. dersiniz
. desteklemişti
. devam_edecek
. devam_ederler
. devam_edilecek
. devam_etmeli
. devam_etmiş
. devam_etti
. devreye_girer
. devreye_giriyor
. devrimdir
. deyin
. değerlendirecek
. değerlendirildi
. değil
. değildi
. değildim
. değildin
. değildir
. değilim
. değiliz
. değiller
. değilmiş
. değilsin
. değineceğiz
. değinmişlerdi
. değiyor
. değiyordu
. değişecek
. değişir
. değişirdi
. değişiyor
. değişiyordu
. değişti
. değiştirdi
. değiştirelim
. değiştiremezlerdi
. değiştiririm
. değiştiriyor
. değiştirmedi
. değiştirmez
. dibinde
. diken_üstündeydim
. dikildi
. dikiliyordu
. dikkat_ederdi
. dikkat_çekiciydi
. dikkat_çekti
. dikkatimi_çekti
. dikti
. dilberi
. dinledim
. dinlemiş
. dinler
. dinlerdim
. dinlerler
. dinlermiş
. dinleteceğim
. dinliyordu
. dinliyorduk
. dinliyoruz
. diye
. diyebiliriz
. diyecektik
. diyecektim
. diyeceğim
. diyemezdim
. diyin
. diyor
. diyordu
. diyordum
. diyorlar
. diyorum
. dişilerdi
. dokundu
. dokundurabilselerdi
. dokunmazmış
. dolaylıdır
. dolaştı
. dolaşıyordu
. doldurdu
. doldurmadık
. dolduruluyordu
. dolduruyor
. dolduruyordu
. dolmuştur
. doluverdi
. doluydu
. doluydum
. doluyor
. doluyordu
. doluşturan
. donakalmış
. dostu
. doymayayım
. doğaldı
. doğar
. doğdu
. doğmazlar
. doğmuş
. doğmuştu
. doğmuştuk
. doğmuşum
. doğru
. doğruldu
. doğruldum
. doğrultulmuş
. doğrusu
. doğruymuş
. doğumevidir
. doğumlu
. doğuracaktır
. doğurmuştur
. doğurur
. doğuruyor
. doğuyor
. dua_ediyoruz
. dudak_büktü
. duramam
. duramıyorum
. durdu
. durduk
. durdum
. durdun
. durdurdu
. durdurulmuştu
. durgundu
. durmuş
. durumda
. durumdur
. durumu
. durumunda_bıraktı
. durumundadır
. durumuydu
. durur
. dururdu
. dururuz
. duruyor
. duruyordu
. duruyorlar
. duruyormuş
. duyabilirsiniz
. duyardım
. duyarlıdır
. duyarsam
. duydu
. duyduk
. duydum
. duydunuz
. duygular
. duygularıdır
. duymasaydım
. duymayayım
. duymuyorum
. duymuş
. duyulacak
. duyulacaktı
. duyuldu
. duyulmuyor
. duyumsadı
. duyuran
. duyurdu
. duyuyordu
. duyuyorum
. duçar_oluyorsunuz
. döktürüyor
. dökülmüşüdür
. dökülüyor
. döküyor
. döndü
. döndüm
. dönemde
. dönemidir
. dönmeliyim
. dönmüştü
. dönmüşüm
. dönüyor
. dönüyordu
. dönüyorsun
. dönüyorum
. dönüşebilirler
. dönüşecek
. dönüşmüş
. dönüştürdü
. dönüşür
. dönüşüyordu
. dövdü
. dövdüm
. döven
. döveriz
. dövmüş
. dövüyordu
. dünya
. dünyası
. dürttü
. dürüst
. düzdüm
. düzenlenmişti
. düzenleyecek
. düzeydedir
. düşelim
. düşleten
. düşmedi
. düşmez
. düşmüştü
. düşmüştüm
. düşmüştür
. düştü
. düştük
. düştüm
. düşün
. düşüncelerdir
. düşündü
. düşündüler
. düşündüm
. düşündürtüyordu
. düşündüğü
. düşünemiyorum
. düşünmemiştim
. düşünmüyor
. düşünmüşler
. düşünülebilir
. düşünülüyor
. düşünür
. düşünürsünüz
. düşünüyor
. düşünüyordu
. düşünüyordum
. düşünüyorlar
. düşünüyorsun
. düşünüyorsunuz
. düşünüyorum
. düşünüyoruz
. düşürdüm
. düşürmektedir
. düşürülsün
. düşürüyor
. düşüyor
. dışı
. ece
. edemez
. ederim
. ederler
. edildi
. ediliyor
. edilmiştir
. edindiler
. edindiniz
. ediyor
. eki
. ekibiz
. eklendi
. eklenebilecek
. ekliyordu
. ekmez
. el_eleydiler
. elbette
. elde_edebilirler
. elde_edelim
. ele_alalım
. ele_geçirmekti
. eleniyorlar
. eleştirdi
. eleştiridir
. eleştirmiş
. eli_kulağındaymış
. ellerinde_olacaktı
. emin_olamam
. emin_olamazsın
. eminim
. endişesiydi
. engel_olmaktan_çıkarıldı
. engeller
. erdemsiz
. erdi
. erkek
. erken
. erkendi
. eroinman
. esastı
. eseridir
. eskimemişti
. esniyorlardı
. esti
. etkiledi
. etkilemeyecek
. etkilemiş
. etkilendim
. etkiler
. etkileyebilecektir
. etkileyebilir
. etkili
. etmedik
. etmeyin
. etmezdi
. etmiyorlardı
. etmiş
. etmişler
. etti
. ettiler
. ettim
. evindeydik
. evlendirmiş
. evlenmez
. evlenmiş
. evlenmişler
. evler
. evleşiyordu
. evliliği
. evrenbilimcidir
. eğer
. eğildi
. eğitim
. eğlenceli
. eşlik_ediyor
. eşlik_ediyordu
. fakat
. falan_filan
. fark_edilmiyordu
. fark_ediyorsunuz
. fark_etmiyor
. fark_etmiyordu
. fark_etmiş
. fark_etmiştim
. fark_etti
. fark_ettim
. farketmemiş
. farklı
. farkın_kalmaz
. farkındayız
. fasulye
. fasulyesi
. faydalanırlar
. fazla
. felaket
. figürandır
. filmine
. firmalardır
. fiyatlandırılır
. fonlar
. fotoğrafıydı
. fırladık
. fırladım
. fırlamıştım
. fısıldadı
. galiba
. garanti_altına_girer
. garip
. gaye_edinmiştir
. gebereceksiniz
. gece
. gecikti
. geldi
. geldik
. geldiler
. geldim
. geldiniz
. gelebilir
. gelebilirdi
. gelebiliriz
. gelecek
. gelecektik
. gelemedi
. gelin
. gelir
. gelirdi
. geliyor
. geliyordu
. geliyorlar
. geliyorum
. gelişemedi
. gelişti
. gelmedi
. gelmemiş
. gelmemişti
. gelmez
. gelmiyor
. gelmiş
. gelmişler
. gelmişti
. gelmiştim
. gelmiştin
. gelmiştir
. gelsin
. genişletildi
. genişletiliyor
. genişliyor
. genç
. gençti
. gerek
. gerek_duyulur
. gerek_kalmazdı
. gerek_yok
. gerekecek
. gerekir
. gerekirdi
. gerekiyor
. gerekiyordu
. gerekli
. gerekmektedir
. gerekmez
. gerekmiyor
. gerektirir
. gerektiriyor
. geriliyordu
. gerindi
. gerçek
. gerçeklerdi
. gerçekleşir
. gerçekleşiyor
. gerçekleşmiştir
. gerçekleşse
. gerçekleştirilir
. gerçekleştirilmedi
. gerçekleştirir
. getir
. getirdi
. getirdim
. getirebilir
. getirecekler
. getirildi
. getiriliyor
. getirilmeliydi
. getirir
. getiririm
. getiriyor
. getiriyorlardı
. getirmiyordu
. getirmiş
. getirmişler
. getirmişti
. getirmiştim
. getirmiştir
. getirsin
. getirtmişti
. geyikleri
. gezdiririz
. gezdiriyordum
. geziniyordu
. gezintiler
. geziyorsun
. geç
. geç_kalmışız
. geç_kalırsak
. geçemezsiniz
. geçemiyordum
. geçer
. geçerli
. geçerlidir
. geçirdi
. geçirdik
. geçirdim
. geçirebilecektik
. geçiriyor
. geçiriyordu
. geçiriyorlardı
. geçirmişti
. geçiyor
. geçiyordu
. geçiyoruz
. geçmedi
. geçmeyin
. geçmiş
. geçmişti
. geçti
. geçtik
. geçtiler
. geçtim
. gibi
. gibi_geliyor
. gibidir
. gibiydi
. gibiydim
. gibiyim
. gidebildim
. gidebilirler
. gidecek
. gideceğim
. gidelim
. gider
. giderdi
. gidermiş
. gidersin
. gidersiniz
. gidici
. gidiverdi
. gidiyor
. gidiyordu
. gidiyorduk
. gidiyorlardı
. gidiyorsun
. gidiyorum
. gidiyoruz
. gir
. girdi
. girdik
. girdiler
. girdim
. girdin
. girecekmiş
. girecektir
. giremedim
. giremeyeceğim
. giremiyorum
. girer
. girerler
. giriverir
. giriyorum
. girmedi
. girmez
. girmiş
. girmişimdir
. girmiştin
. girmiştir
. gitmeliyim
. gitmez
. gitmiş
. gitmişti
. gitmiştik
. gitmiştir
. gitsin
. gitti
. gittik
. gittiler
. gittim
. gittin
. giy
. giyimiydi
. gizliydi
. gruplarıdır
. gömdük
. gönderdi
. gönderildi
. gönderilecek
. gönderilmedi
. gönderilmişti
. gönderilmiştir
. göndermem
. göndermiş
. gördü
. gördük
. gördüler
. gördüm
. gördüğümde
. göre
. görebilirlerdi
. görebilirsin
. görebiliyordum
. görecektir
. göremedi
. göremedim
. görememişti
. görmedi
. görmedim
. görmemiştir
. görmeyin
. görmez
. görmüş
. görmüştü
. görmüştür
. görülebiliyor
. görülmektedir
. görülmez_oluyor
. görülüyordu
. göründü
. görünen
. görünendir
. görünmemektedir
. görüntüleri
. görünürlerdi
. görünüyor
. görünüyordu
. görünüyorsunuz
. görünüştü
. görürsünüz
. görüyor
. görüyorum
. görüşeceğiz
. görüşelim
. görüştü
. görüştük
. görüşüdür
. görüşürüz
. görüşüyoruz
. gösterdi
. gösterdiler
. göstereyim
. gösterilmektedir
. gösterin
. gösterir
. gösteririm
. gösteriyor
. gösteriyordu
. göstermektedir
. göstermiyordu
. götürdü
. götürelim
. götüremez
. götüreyim
. götürmüş
. götürsün
. götürür
. götürüyoruz
. göz_attım
. göz_kamaştırıyordu
. gözardı_edemeyiz
. gözden_geçirdi
. gözden_geçirmeli
. gözlemledim
. gözlemleyebiliriz
. gözleriydi
. gözüküyordu
. gözüme_ilişti
. gülümsediler
. gülüyor
. gülüşmüştük
. güneybatısında
. günlük
. gününü_gün_etmek
. gürledi
. güvenemem
. güvenirim
. güvenliler
. güzel
. güzelidir
. güzellikle
. güçlendi
. güçleniyor
. güçleniyordu
. güçlenmiştir
. güçlü
. güçtedir
. güçtür
. haber_verirdi
. hak_eder
. hak_etmedik
. haklı
. haklılar
. haksızım
. haldeydi
. hale_getiriyorsunuz
. haline_gelebilirdi
. halk
. hamsi
. hapsedilmiştir
. hapsetti
. harcarlar
. harcıyor
. hareket_edebilir
. hareket_ederler
. hareket_etti
. harekete_geçirirdi
. hareketli
. hasta
. hastalıkları
. hatta
. hatırladı
. hatırlamıyoruz
. hatırlamış
. hatırlamıştın
. hatırlattı
. hatırlıyorum
. havalandı
. hayal_edersiniz
. haykırdım
. hayvan
. hazmedemiyordu
. hazır
. hazırdı
. hazırdım
. hazırdır
. hazırladı
. hazırlamalısınız
. hazırlamıştı
. hazırlandık
. hazırlanmıştı
. hazırlanıyor
. hazırlar
. hazırlıyor
. haşır_neşir_oldum
. hedefleniyor
. hedefliyor
. hemşire
. her_şeyden_önce
. herhalde
. hesaplanıyor
. heyecanlanmıştı
. hisseder
. hissederim
. hissediyordu
. hissediyordum
. hissettirir
. hissine_kapıldım
. hizmetçisiydi
. homurdanmış
. hor_görmüştür
. hoşkalın
. hoşlanmamış
. hoşlanıyor
. hoşnuttum
. hoştu
. hoşuna_gitmiyor
. hükmetmişim
. hıyar
